Grade Distribution by Institution, Course Group, Academic Organization, and Course for 4195
"Institution Code","Inst Description","Term Code","Term Description","Academic Group Code","Academic Group Description","Academic Organization Code","Academic Organization Description","Department Code","Course Subject","Catalog Number","GPA Grades","Total Grades","Percent Majors","Avg Class Grade","Avg Student GPA","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","P","S","I","R","NY","NR","NC","W","WX","Other","Data Freeze Date",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-F","303","28","31","100","2.789","3.166","1","3","5","2","5","3","3","2","0","0","3","0","1","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-F","305","23","23","100","2.957","3.257","0","6","3","4","4","1","0","2","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-F","307","44","60","100","2.966","3.324","0","3","4","8","12","10","3","2","2","0","0","0","0","0","0","0","0","5","0","11","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-F","370","204","205","99.5","3.182","3.4","1","41","25","36","42","33","9","17","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-F","420","7","10","87.5","3.143","3.064","0","0","1","3","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-F","490","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-F","494","24","24","100","3.004","3.212","0","6","2","5","1","1","6","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-F","513","35","35","100","3.554","3.556","0","10","10","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-F","516","35","35","100","3.497","3.556","2","11","7","5","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-G","202","53","56","90.7","3.491","2.96","7","15","10","9","5","1","2","4","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-G","901","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-J","375","30","33","100","3.437","3.145","0","7","7","7","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-K","201","35","47","17.8","2.554","2.795","2","3","2","4","8","1","4","4","0","3","1","0","3","0","0","1","0","9","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-K","303","25","25","56","3.724","3.438","7","10","4","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-K","327","17","19","100","3.159","3.222","2","7","0","1","3","1","0","0","1","0","1","0","1","0","0","0","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-L","201","56","57","46.4","3.043","3.194","1","4","6","13","19","4","5","3","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-L","375","43","46","100","3.514","3.373","0","14","12","9","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-M","300","42","48","0","3.176","2.877","0","3","10","10","11","3","2","2","1","0","0","0","0","0","0","0","0","2","0","4","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-M","370","198","199","99.5","3.262","3.421","0","11","49","59","47","28","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-OS","100","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-P","271","13","14","92.3","3.738","3.225","0","9","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-P","370","200","201","99.5","3.021","3.409","0","28","19","17","76","18","23","16","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-S","302","15","17","93.3","3.54","3.388","0","3","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-S","307","15","15","100","3.807","3.425","0","11","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-S","400","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-S","571","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-S","590","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-T","275","39","39","82.1","3.782","3.48","1","23","8","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-T","375","196","199","99.5","3.906","3.426","19","155","7","2","11","0","0","2","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-W","499","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-X","100","57","61","8.8","3.225","3.392","4","12","9","7","10","5","3","5","1","1","0","0","0","0","0","0","0","0","0","4","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-X","480","28","28","100","3.789","3.627","0","18","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-X","505","35","35","100","3.74","3.556","6","14","8","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-X","540","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-X","545","86","132","83","3.466","3.401","1","23","20","26","7","3","4","2","0","0","0","0","0","0","0","0","0","2","0","44","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-X","799","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-Z","302","17","18","0","3.288","3.036","0","7","1","4","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","BUS","Kelley School of Business","BL-BUS","Business","BUS","BUS-Z","370","197","198","99.5","3.469","3.421","0","41","60","48","40","3","3","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-A","102","7","9","42.9","3.857","2.939","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-A","103","10","11","30","3.7","3.349","0","5","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-D","203","24","28","50","3.55","3.168","2","9","5","2","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-D","485","22","22","100","3.491","3.291","0","4","8","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-F","485","8","8","87.5","3.55","3.406","0","4","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-M","308","19","19","52.6","3.816","3.068","0","10","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-M","409","25","25","92","3.884","3.317","5","13","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-M","485","13","13","69.2","3.7","3.337","0","4","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-OS","100","6","6","0","3.333","3.585","0","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-S","200","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-S","210","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-S","260","6","8","37.5","3.45","3.292","0","3","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-S","360","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-S","460","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-S","590","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-U","700","8","9","100","3.963","3.908","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAD","Coll A&S-EskenaziArt,Arch+Dsgn","BL-SOAD","School of Art & Design","SOAD","SOAD-X","373","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COAS","College of Arts & Sciences","BL-OCC","Online Class Connect","ENG","ENG-L","625","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-AFRI","African Studies","AFRI","AFRI-L","100","8","9","0","3.463","2.999","5","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-AFRI","African Studies","AFRI","AFRI-L","202","6","10","0","3.4","2.079","0","2","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-AFRI","African Studies","AFRI","AFRI-L","400","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-AFRI","African Studies","AFRI","AFRI-OS","100","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-AFRI","African Studies","AFRI","AFRI-S","090","15","15","0","3.36","3.36","3","1","5","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-AFRI","African Studies","AFRI","AFRI-S","101","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-AFRI","African Studies","AFRI","AFRI-S","501","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-AFRI","African Studies","AFRI","AFRI-S","502","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-ARGI","College A&S - Global & Intl St","SGIS","SGIS-X","373","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-CEUS","Central Eurasian Studies","CEUS","CEUS-G","901","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-CEUS","Central Eurasian Studies","CEUS","CEUS-R","610","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
"IUBLA","Bloomington","4195","Summer 2019","COGI","Coll A&S - Ham Lugar Glbl&Intl","BL-CEUS","Central Eurasian Studies","CEUS","CEUS-R","691","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","09-06-2019",
